ac,swissprot_entry_name,ecogene_accession_number,ordered_locus_name,biologicalmaterial_id,gene_name,ordered_locus_name2
P21437,GLPX2_ECOLI,EG11245,b2930,MG1655,yggF,JW2897
P21437,GLPX2_ECOLI,EG11245,b2930,MG1655,yggK,JW2897
P42601,ALX_ECOLI,EG12731,b3088,MG1655,alx,JW5515
P42601,ALX_ECOLI,EG12731,b3088,MG1655,ygjT,JW5515
P0AA73,YHBE_ECOLI,EG11499,b3184,MG1655,yhbE,JW3151
P0ABT5,DUSB_ECOLI,EG11311,b3260,MG1655,dusB,JW3228
P0ABT5,DUSB_ECOLI,EG11311,b3260,MG1655,yhdG,JW3228
P0AGI1,RBSC_ECOLI,EG10816,b3750,MG1655,rbsC,JW3729
P06709,BIRA_ECOLI,EG10123,b3973,MG1655,birA,JW3941
P06709,BIRA_ECOLI,EG10123,b3973,MG1655,bioR,JW3941
P06709,BIRA_ECOLI,EG10123,b3973,MG1655,dhbB,JW3941
P39314,YTFF_ECOLI,EG12506,b4210,MG1655,ytfF,JW4168
P75824,HCR_ECOLI,EG13691,b0872,MG1655,hcr,JW5117
P75824,HCR_ECOLI,EG13691,b0872,MG1655,ybjV,JW5117
P76215,ASTE_ECOLI,EG13995,b1744,MG1655,astE,JW1733
P76215,ASTE_ECOLI,EG13995,b1744,MG1655,ydjS,JW1733
P77757,ARNC_ECOLI,EG14090,b2254,MG1655,arnC,JW2248
P77757,ARNC_ECOLI,EG14090,b2254,MG1655,pmrF,JW2248
P77757,ARNC_ECOLI,EG14090,b2254,MG1655,yfbF,JW2248
P0A8K1,PSD_ECOLI,EG10775,b4160,MG1655,psd,JW4121
P0AGB0,SERB_ECOLI,EG10945,b4388,MG1655,serB,JW4351
P0AG93,SECF_ECOLI,EG10940,b0409,MG1655,secF,JW0399
P69797,PTNAB_ECOLI,EG10567,b1817,MG1655,manX,JW1806
P69797,PTNAB_ECOLI,EG10567,b1817,MG1655,gptB,JW1806
P69797,PTNAB_ECOLI,EG10567,b1817,MG1655,ptsL,JW1806
P24205,MSBB_ECOLI,EG10614,b1855,MG1655,msbB,JW1844
P76291,CMOB_ECOLI,EG14034,b1871,MG1655,cmoB,JW1860
P76291,CMOB_ECOLI,EG14034,b1871,MG1655,yecP,JW1860
P76482,YFBL_ECOLI,EG14096,b2271,MG1655,yfbL,JW2266
P0ABK5,CYSK_ECOLI,EG10192,b2414,MG1655,cysK,JW2407
P0ABK5,CYSK_ECOLI,EG10192,b2414,MG1655,cysZ,JW2407
P0AD57,ISPB_ECOLI,EG10017,b3187,MG1655,ispB,JW3154
P0AD57,ISPB_ECOLI,EG10017,b3187,MG1655,cel,JW3154
P0AD57,ISPB_ECOLI,EG10017,b3187,MG1655,yhbD,JW3154
P0ACB2,HEM2_ECOLI,EG10428,b0369,MG1655,hemB,JW0361
P0ACB2,HEM2_ECOLI,EG10428,b0369,MG1655,ncf,JW0361
P77735,YAJO_ECOLI,EG13611,b0419,MG1655,yajO,JW0409
P0A9F3,CYSB_ECOLI,EG10184,b1275,MG1655,cysB,JW1267
P00803,LEP_ECOLI,EG10530,b2568,MG1655,lepB,JW2552
P26646,ACUI_ECOLI,EG11315,b3253,MG1655,acuI,JW3222
P26646,ACUI_ECOLI,EG11315,b3253,MG1655,yhdH,JW3222
P37666,GHRB_ECOLI,EG12272,b3553,MG1655,ghrB,JW5656
P37666,GHRB_ECOLI,EG12272,b3553,MG1655,tkrA,JW5656
P37666,GHRB_ECOLI,EG12272,b3553,MG1655,yiaE,JW5656
P37682,YIAU_ECOLI,EG12289,b3585,MG1655,yiaU,JW3557
P0AGG0,THIL_ECOLI,EG20227,b0417,MG1655,thiL,JW0407
P77234,YBEQ_ECOLI,EG13647,b0644,MG1655,ybeQ,JW5091
P37344,PSPF_ECOLI,EG12344,b1303,MG1655,pspF,JW1296
P37344,PSPF_ECOLI,EG12344,b1303,MG1655,ycjB,JW1296
P0AFD4,NUOH_ECOLI,EG12088,b2282,MG1655,nuoH,JW2277
P76621,CSID_ECOLI,EG13523,b2659,MG1655,csiD,JW5427
P76621,CSID_ECOLI,EG13523,b2659,MG1655,gab,JW5427
P76621,CSID_ECOLI,EG13523,b2659,MG1655,ygaT,JW5427
P45394,YRBG_ECOLI,EG12802,b3196,MG1655,yrbG,JW3163
P0A8N7,EPMA_ECOLI,EG11211,b4155,MG1655,epmA,JW4116
P0A8N7,EPMA_ECOLI,EG11211,b4155,MG1655,genX,JW4116
P0A8N7,EPMA_ECOLI,EG11211,b4155,MG1655,poxA,JW4116
P0A8N7,EPMA_ECOLI,EG11211,b4155,MG1655,yjeA,JW4116
P76071,INSH5_ECOLI,EG40008,b1370,MG1655,insH5,JW1363
P76100,YDCK_ECOLI,EG13754,b1428,MG1655,ydcK,JW1424
P06609,BTUC_ECOLI,EG10127,b1711,MG1655,btuC,JW1701
P77256,YDJG_ECOLI,EG13483,b1771,MG1655,ydjG,JW1760
P76372,WZZB_ECOLI,EG13406,b2027,MG1655,wzzB,JW5836
P76372,WZZB_ECOLI,EG13406,b2027,MG1655,cld,JW5836
P76372,WZZB_ECOLI,EG13406,b2027,MG1655,rol,JW5836
P76372,WZZB_ECOLI,EG13406,b2027,MG1655,wzz,JW5836
P33643,RLUD_ECOLI,EG12098,b2594,MG1655,rluD,JW2576
P33643,RLUD_ECOLI,EG12098,b2594,MG1655,sfhB,JW2576
P33643,RLUD_ECOLI,EG12098,b2594,MG1655,yfiI,JW2576
P0ADE8,YGFZ_ECOLI,EG12685,b2898,MG1655,ygfZ,JW2866
P0ADE8,YGFZ_ECOLI,EG12685,b2898,MG1655,yzzW,JW2866
P52052,YGGR_ECOLI,EG12978,b2950,MG1655,yggR,JW2917
P32134,YIHM_ECOLI,EG11839,b3873,MG1655,yihM,JW3844
P32720,ALSC_ECOLI,EG11958,b4086,MG1655,alsC,JW4047
P32720,ALSC_ECOLI,EG11958,b4086,MG1655,yjcV,JW4047
P39370,NANS_ECOLI,EG12561,b4309,MG1655,nanS,JW4272
P39370,NANS_ECOLI,EG12561,b4309,MG1655,yjhS,JW4272
P31550,THIB_ECOLI,EG11574,b0068,MG1655,thiB,JW0067
P31550,THIB_ECOLI,EG11574,b0068,MG1655,tbpA,JW0067
P31550,THIB_ECOLI,EG11574,b0068,MG1655,yabL,JW0067
P75715,SFMH_ECOLI,EG13884,b0533,MG1655,sfmH,JW5071
P64423,ZNTB_ECOLI,EG13356,b1342,MG1655,zntB,JW1336
P64423,ZNTB_ECOLI,EG13356,b1342,MG1655,ydaN,JW1336
P08312,SYFA_ECOLI,EG10709,b1714,MG1655,pheS,JW5277
P77269,YPHF_ECOLI,EG13467,b2548,MG1655,yphF,JW2532
P06846,EBGR_ECOLI,EG10254,b3075,MG1655,ebgR,JW3046
P45762,GSPK_ECOLI,EG12894,b3332,MG1655,gspK,JW3294
P45762,GSPK_ECOLI,EG12894,b3332,MG1655,yheJ,JW3294
P0AAG0,DPPD_ECOLI,EG12627,b3541,MG1655,dppD,JW3510
P0A712,KDGT_ECOLI,EG11869,b3909,MG1655,kdgT,JW5560
P28304,QOR1_ECOLI,EG11492,b4051,MG1655,qorA,JW4011
P28304,QOR1_ECOLI,EG11492,b4051,MG1655,hcz,JW4011
P28304,QOR1_ECOLI,EG11492,b4051,MG1655,qor,JW4011
P28304,QOR1_ECOLI,EG11492,b4051,MG1655,qor1,JW4011
P27300,LPXK_ECOLI,EG11409,b0915,MG1655,lpxK,JW0898
P27300,LPXK_ECOLI,EG11409,b0915,MG1655,ycaH,JW0898
P75910,YCDU_ECOLI,EG13867,b1029,MG1655,ycdU,JW1015
P77268,DDPD_ECOLI,EG13787,b1484,MG1655,ddpD,JW1479
P77268,DDPD_ECOLI,EG13787,b1484,MG1655,yddP,JW1479
P76316,DCYD_ECOLI,EG14038,b1919,MG1655,dcyD,JW5313
P76316,DCYD_ECOLI,EG14038,b1919,MG1655,yedO,JW5313
P33030,YEIR_ECOLI,EG12104,b2173,MG1655,yeiR,JW2161
P77173,ZIPA_ECOLI,EG14169,b2412,MG1655,zipA,JW2404
P0AAJ8,HYBA_ECOLI,EG11799,b2996,MG1655,hybA,JW2964
P42599,YGJR_ECOLI,EG12729,b3087,MG1655,ygjR,JW3058
P42620,YQJG_ECOLI,EG12746,b3102,MG1655,yqjG,JW3073
P45395,KDSD_ECOLI,EG12803,b3197,MG1655,kdsD,JW3164
P45395,KDSD_ECOLI,EG12803,b3197,MG1655,yrbH,JW3164
P37676,YIAO_ECOLI,EG12283,b3579,MG1655,yiaO,JW3551
P0C0K3,RDOA_ECOLI,EG11831,b3859,MG1655,rdoA,JW3831
P0C0K3,RDOA_ECOLI,EG11831,b3859,MG1655,yihE,JW3831
P39356,YJHU_ECOLI,EG12604,b4295,MG1655,yjhU,JW5952
P0AE26,ARAH_ECOLI,EG10059,b4460,MG1655,araH,JW1887
P19624,PDXA_ECOLI,EG10691,b0052,MG1655,pdxA,JW0051
P30745,MOAA_ECOLI,EG11595,b0781,MG1655,moaA,JW0764
P30745,MOAA_ECOLI,EG11595,b0781,MG1655,bisA,JW0764
P30745,MOAA_ECOLI,EG11595,b0781,MG1655,chlA,JW0764
P30745,MOAA_ECOLI,EG11595,b0781,MG1655,chlA1,JW0764
P30745,MOAA_ECOLI,EG11595,b0781,MG1655,narA,JW0764
P52643,LDHD_ECOLI,EG13186,b1380,MG1655,ldhA,JW1375
P52643,LDHD_ECOLI,EG13186,b1380,MG1655,hslI,JW1375
P52643,LDHD_ECOLI,EG13186,b1380,MG1655,htpH,JW1375
P02924,ARAF_ECOLI,EG10057,b1901,MG1655,araF,JW1889
P0AGF6,TDCB_ECOLI,EG10990,b3117,MG1655,tdcB,JW3088
P0A7Z4,RPOA_ECOLI,EG10893,b3295,MG1655,rpoA,JW3257
P0A7Z4,RPOA_ECOLI,EG10893,b3295,MG1655,pez,JW3257
P0A7Z4,RPOA_ECOLI,EG10893,b3295,MG1655,phs,JW3257
P0A7Z4,RPOA_ECOLI,EG10893,b3295,MG1655,sez,JW3257
P0ADQ2,YIID_ECOLI,EG11853,b3888,MG1655,yiiD,JW3859
P0AG78,SUBI_ECOLI,EG10929,b3917,MG1655,sbp,JW3888
P23877,FEPG_ECOLI,EG10298,b0589,MG1655,fepG,JW0581
P75829,YBJX_ECOLI,EG13693,b0877,MG1655,ybjX,JW0861
P0AAH4,SAPD_ECOLI,EG12304,b1291,MG1655,sapD,JW1284
P25396,TEHA_ECOLI,EG11883,b1429,MG1655,tehA,JW1425
P0AFS1,LSRD_ECOLI,EG13808,b1515,MG1655,lsrD,JW1508
P0AFS1,LSRD_ECOLI,EG13808,b1515,MG1655,ydeZ,JW1508
P37749,WBBI_ECOLI,EG11983,b2034,MG1655,wbbI,JW2019
P37749,WBBI_ECOLI,EG11983,b2034,MG1655,yefG,JW2019
P0AFM2,PROX_ECOLI,EG10773,b2679,MG1655,proX,JW2654
P0AFM2,PROX_ECOLI,EG10773,b2679,MG1655,proU,JW2654
P13445,RPOS_ECOLI,EG10510,b2741,MG1655,rpoS,JW5437
P13445,RPOS_ECOLI,EG10510,b2741,MG1655,appR,JW5437
P13445,RPOS_ECOLI,EG10510,b2741,MG1655,katF,JW5437
P13445,RPOS_ECOLI,EG10510,b2741,MG1655,nur,JW5437
P13445,RPOS_ECOLI,EG10510,b2741,MG1655,otsX,JW5437
P13445,RPOS_ECOLI,EG10510,b2741,MG1655,sigS,JW5437
P37387,XYLF_ECOLI,EG20252,b3566,MG1655,xylF,JW3538
P37387,XYLF_ECOLI,EG20252,b3566,MG1655,xylT,JW3538
P00963,ASNA_ECOLI,EG10091,b3744,MG1655,asnA,JW3722
P0ACQ0,RBSR_ECOLI,EG10819,b3753,MG1655,rbsR,JW3732
P52697,6PGL_ECOLI,EG13231,b0767,MG1655,pgl,JW0750
P52697,6PGL_ECOLI,EG13231,b0767,MG1655,ybhE,JW0750
P0A9B2,G3P1_ECOLI,EG10367,b1779,MG1655,gapA,JW1768
P0ABZ1,FLIG_ECOLI,EG11654,b1939,MG1655,fliG,JW1923
P0ABZ1,FLIG_ECOLI,EG11654,b1939,MG1655,fla,JW1923
P0ABZ1,FLIG_ECOLI,EG11654,b1939,MG1655,AII.2,JW1923
P0ABZ1,FLIG_ECOLI,EG11654,b1939,MG1655,fla,JW1923
P0ABZ1,FLIG_ECOLI,EG11654,b1939,MG1655,BII,JW1923
P15286,FLK_ECOLI,EG10229,b2321,MG1655,flk,JW2318
P15286,FLK_ECOLI,EG10229,b2321,MG1655,div,JW2318
P27254,ARGK_ECOLI,EG11445,b2918,MG1655,argK,JW2885
P27254,ARGK_ECOLI,EG11445,b2918,MG1655,ygfD,JW2885
P45527,YHBU_ECOLI,EG12790,b3158,MG1655,yhbU,JW3127
P0ACP5,GNTR_ECOLI,EG12630,b3438,MG1655,gntR,JW5946
P37669,YIAH_ECOLI,EG12274,b3561,MG1655,yiaH,JW3533
P37772,YJFF_ECOLI,EG12439,b4231,MG1655,yjfF,JW5754
P75777,YBHG_ECOLI,EG13315,b0795,MG1655,ybhG,JW0779
P77615,YCJW_ECOLI,EG13920,b1320,MG1655,ycjW,JW1313
P0AEE5,DGAL_ECOLI,EG10593,b2150,MG1655,mglB,JW2137
P39836,YFEH_ECOLI,EG12376,b2410,MG1655,yfeH,JW5876
P77315,YPHD_ECOLI,EG13465,b2546,MG1655,yphD,JW2530
P37672,DLGD_ECOLI,EG12279,b3575,MG1655,dlgD,JW3547
P37672,DLGD_ECOLI,EG12279,b3575,MG1655,yiaK,JW3547
P0A993,F16PA_ECOLI,EG10283,b4232,MG1655,fbp,JW4191
P0A993,F16PA_ECOLI,EG10283,b4232,MG1655,fdp,JW4191
P39343,IDNR_ECOLI,EG12538,b4264,MG1655,idnR,JW4221
P39343,IDNR_ECOLI,EG12538,b4264,MG1655,yjgS,JW4221
P15030,FECC_ECOLI,EG10288,b4289,MG1655,fecC,JW4249
P75823,LTAE_ECOLI,EG13690,b0870,MG1655,ltaE,JW0854
P75823,LTAE_ECOLI,EG13690,b0870,MG1655,ybjU,JW0854
P22333,ADD_ECOLI,EG10030,b1623,MG1655,add,JW1615
P33898,G3P3_ECOLI,EG12103,b4493,MG1655,gapC,JW1413/JW5906
P0ACP1,CRA_ECOLI,EG10338,b0080,MG1655,cra,JW0078
P0ACP1,CRA_ECOLI,EG10338,b0080,MG1655,fruC,JW0078
P0ACP1,CRA_ECOLI,EG10338,b0080,MG1655,fruR,JW0078
P0ACP1,CRA_ECOLI,EG10338,b0080,MG1655,shl,JW0078
P06960,OTC2_ECOLI,EG10067,b0273,MG1655,argF,JW0266
P23876,FEPD_ECOLI,EG10296,b0590,MG1655,fepD,JW0582
P28631,HOLB_ECOLI,EG11500,b1099,MG1655,holB,JW1085
P77737,OPPF_ECOLI,EG10678,b1247,MG1655,oppF,JW1239
P76193,YNHG_ECOLI,EG14015,b1678,MG1655,ynhG,JW1668
P06974,FLIM_ECOLI,EG10323,b1945,MG1655,fliM,JW1929
P06974,FLIM_ECOLI,EG10323,b1945,MG1655,cheC2,JW1929
P06974,FLIM_ECOLI,EG10323,b1945,MG1655,fla,JW1929
P06974,FLIM_ECOLI,EG10323,b1945,MG1655,AII,JW1929
P06974,FLIM_ECOLI,EG10323,b1945,MG1655,fla,JW1929
P06974,FLIM_ECOLI,EG10323,b1945,MG1655,QII,JW1929
P76342,YEDY_ECOLI,EG14047,b1971,MG1655,yedY,JW1954
P76418,YEGU_ECOLI,EG14064,b2099,MG1655,yegU,JW2086
P00954,SYW_ECOLI,EG11030,b3384,MG1655,trpS,JW3347
P37313,DPPF_ECOLI,EG12628,b3540,MG1655,dppF,JW3509
P37313,DPPF_ECOLI,EG12628,b3540,MG1655,dppE,JW3509
P11446,ARGC_ECOLI,EG10065,b3958,MG1655,argC,JW3930
P0ABC3,HFLC_ECOLI,EG10435,b4175,MG1655,hflC,JW4133
P0ABC3,HFLC_ECOLI,EG10435,b4175,MG1655,hflA,JW4133
P04391,OTC1_ECOLI,EG10069,b4254,MG1655,argI,JW4211
P33920,NDPA_ECOLI,EG12048,b2186,MG1655,yejK,JW2174
P46142,YGGM_ECOLI,EG12704,b2956,MG1655,yggM,JW2923
P0ADV5,YHBW_ECOLI,EG12792,b3160,MG1655,yhbW,JW3129
P0A7E1,PYRD_ECOLI,EG10807,b0945,MG1655,pyrD,JW0928
P39451,ADHP_ECOLI,EG12622,b1478,MG1655,adhP,JW1474
P39451,ADHP_ECOLI,EG12622,b1478,MG1655,yddN,JW1474
P0A812,RUVB_ECOLI,EG10924,b1860,MG1655,ruvB,JW1849
P23200,MGLC_ECOLI,EG10594,b2148,MG1655,mglC,JW2135
P24242,ASCG_ECOLI,EG10087,b2714,MG1655,ascG,JW5434
P24193,HYPE_ECOLI,EG10487,b2730,MG1655,hypE,JW2700
P0A9C9,GLPX_ECOLI,EG11517,b3925,MG1655,glpX,JW3896
P51020,HOA_ECOLI,EG13292,b0352,MG1655,mhpE,JW0343
P75821,YBJS_ECOLI,EG13688,b0868,MG1655,ybjS,JW5819
P0AEV1,RSSB_ECOLI,EG12121,b1235,MG1655,rssB,JW1223
P0AEV1,RSSB_ECOLI,EG12121,b1235,MG1655,hnr,JW1223
P0AEV1,RSSB_ECOLI,EG12121,b1235,MG1655,sprE,JW1223
P0AEV1,RSSB_ECOLI,EG12121,b1235,MG1655,ychL,JW1223
P76027,OPPD_ECOLI,EG10677,b1246,MG1655,oppD,JW1238
P77795,YDCT_ECOLI,EG13763,b1441,MG1655,ydcT,JW1436
P08390,USG_ECOLI,EG11059,b2319,MG1655,usg,JW2316
P27434,RODZ_ECOLI,EG10015,b2516,MG1655,rodZ,JW2500
P27434,RODZ_ECOLI,EG10015,b2516,MG1655,yfgA,JW2500
P05852,TSAD_ECOLI,EG11171,b3064,MG1655,tsaD,JW3036
P05852,TSAD_ECOLI,EG11171,b3064,MG1655,gcp,JW3036
P05852,TSAD_ECOLI,EG11171,b3064,MG1655,ygjD,JW3036
P37642,YHJD_ECOLI,EG12248,b3522,MG1655,yhjD,JW3490
P0CE49,INSH1_ECOLI,EG40008,b0259,MG1655,insH1,JW0250
P0CE50,INSH2_ECOLI,EG40008,b0552,MG1655,insH2,JW0540
P0CE51,INSH3_ECOLI,EG40008,b0656,MG1655,insH3,JW0652
P09147,GALE_ECOLI,EG10362,b0759,MG1655,galE,JW0742
P09147,GALE_ECOLI,EG10362,b0759,MG1655,galD,JW0742
P0CE52,INSH4_ECOLI,EG40008,b1331,MG1655,insH4,JW1324
P0A962,ASPG1_ECOLI,EG10045,b1767,MG1655,ansA,JW1756
P0CE53,INSH6_ECOLI,EG40008,b1994,MG1655,insH6,JW1972
P0CE54,INSH7_ECOLI,EG40008,b2030,MG1655,insH7,JW2014
P0CE55,INSH8_ECOLI,EG40008,b2192,MG1655,insH8,JW2179
P16700,CYSP_ECOLI,EG10195,b2425,MG1655,cysP,JW2418
P77218,EUTD_ECOLI,EG14188,b2458,MG1655,eutD,JW2442
P77218,EUTD_ECOLI,EG14188,b2458,MG1655,eutI,JW2442
P77218,EUTD_ECOLI,EG14188,b2458,MG1655,ypfA,JW2442
P52137,YFJV_ECOLI,EG13208,b2641,MG1655,yfjV,
P52137,YFJV_ECOLI,EG13208,b2641,MG1655,ypjM,
P0CE56,INSH9_ECOLI,EG40008,b2982,MG1655,insH9,JW2949
P0CE57,INH10_ECOLI,EG40008,b3218,MG1655,insH10,JW3185
P0CE58,INH11_ECOLI,EG40008,b3505,MG1655,insH11,JW3472
P27129,RFAJ_ECOLI,EG11353,b3626,MG1655,rfaJ,JW3601
P27129,RFAJ_ECOLI,EG11353,b3626,MG1655,waaJ,JW3601
P16682,PHND_ECOLI,EG10714,b4105,MG1655,phnD,JW4066
P16682,PHND_ECOLI,EG10714,b4105,MG1655,psiD,JW4066
P39369,YJHR_ECOLI,EG12560,b4308,MG1655,yjhR,JW4271
P32099,LPLA_ECOLI,EG11796,b4386,MG1655,lplA,JW4349
P32099,LPLA_ECOLI,EG11796,b4386,MG1655,yjjF,JW4349
P46849,RTCA_ECOLI,EG12938,b4475,MG1655,rtcA,JW5688
P46849,RTCA_ECOLI,EG12938,b4475,MG1655,yhgJ,JW5688
P46849,RTCA_ECOLI,EG12938,b4475,MG1655,yhgK,JW5688
P38105,RSPB_ECOLI,EG12452,b1580,MG1655,rspB,JW1572
P0A9B6,E4PD_ECOLI,EG10368,b2927,MG1655,epd,JW2894
P0A9B6,E4PD_ECOLI,EG10368,b2927,MG1655,gapB,JW2894
P0AEF8,DPPB_ECOLI,EG12625,b3543,MG1655,dppB,JW3512
P0A6S7,GPDA_ECOLI,EG20091,b3608,MG1655,gpsA,JW3583
P27128,RFAI_ECOLI,EG11352,b3627,MG1655,rfaI,JW3602
P27128,RFAI_ECOLI,EG11352,b3627,MG1655,waaI,JW3602
P27250,AHR_ECOLI,EG11436,b4269,MG1655,ahr,JW5761
P27250,AHR_ECOLI,EG11436,b4269,MG1655,yjgB,JW5761
P28306,YCEG_ECOLI,EG11494,b1097,MG1655,yceG,JW1083
P77308,DDPB_ECOLI,EG13789,b1486,MG1655,ddpB,JW1481
P77308,DDPB_ECOLI,EG13789,b1486,MG1655,yddR,JW1481
P76142,LSRB_ECOLI,EG13809,b1516,MG1655,lsrB,JW1509
P76142,LSRB_ECOLI,EG13809,b1516,MG1655,yneA,JW1509
P45524,YHET_ECOLI,EG12904,b3353,MG1655,yheT,JW3316
P0AC00,FRLB_ECOLI,EG12909,b3371,MG1655,frlB,JW5700
P0AC00,FRLB_ECOLI,EG12909,b3371,MG1655,yhfN,JW5700
P07000,PLDB_ECOLI,EG10739,b3825,MG1655,pldB,JW5584
P39400,YJJN_ECOLI,EG12590,b4358,MG1655,yjjN,JW5793
P21645,LPXD_ECOLI,EG10316,b0179,MG1655,lpxD,JW0174
P21645,LPXD_ECOLI,EG10316,b0179,MG1655,firA,JW0174
P21645,LPXD_ECOLI,EG10316,b0179,MG1655,omsA,JW0174
P75949,NAGZ_ECOLI,EG13433,b1107,MG1655,nagZ,JW1093
P75949,NAGZ_ECOLI,EG13433,b1107,MG1655,ycfO,JW1093
P0ACP7,PURR_ECOLI,EG10800,b1658,MG1655,purR,JW1650
P76245,YEAP_ECOLI,EG13502,b1794,MG1655,yeaP,JW5292
P33915,YEJE_ECOLI,EG12040,b2179,MG1655,yejE,JW2167
P45766,YHDW_ECOLI,EG12834,b3268,MG1655,yhdW,JW3236
P07913,TDH_ECOLI,EG10993,b3616,MG1655,tdh,JW3591
P0ACN7,CYTR_ECOLI,EG10200,b3934,MG1655,cytR,JW3905
P39328,YTFT_ECOLI,EG12520,b4230,MG1655,ytfT,JW5753
P38683,TORT_ECOLI,EG12616,b0994,MG1655,torT,JW0979
P38683,TORT_ECOLI,EG12616,b0994,MG1655,yccH,JW0979
P77658,YNAA_ECOLI,EG13369,b1368,MG1655,ynaA,JW1361
P77672,LSRC_ECOLI,EG13807,b1514,MG1655,lsrC,JW1507
P77672,LSRC_ECOLI,EG13807,b1514,MG1655,ydeY,JW1507
P18811,MALI_ECOLI,EG10557,b1620,MG1655,malI,JW1612
P08373,MURB_ECOLI,EG11205,b3972,MG1655,murB,JW3940
P08373,MURB_ECOLI,EG11205,b3972,MG1655,yijB,JW3940
P39280,EPMB_ECOLI,EG12473,b4146,MG1655,epmB,JW4106
P39280,EPMB_ECOLI,EG12473,b4146,MG1655,yjeK,JW4106
P30750,METN_ECOLI,EG11621,b0199,MG1655,metN,JW0195
P30750,METN_ECOLI,EG11621,b0199,MG1655,abc,JW0195
P28630,HOLA_ECOLI,EG11412,b0640,MG1655,holA,JW0635
P0AEB5,YNAI_ECOLI,EG13924,b1330,MG1655,ynaI,JW1323
P03024,GALR_ECOLI,EG10364,b2837,MG1655,galR,JW2805
P32716,MDTN_ECOLI,EG11954,b4082,MG1655,mdtN,JW4043
P32716,MDTN_ECOLI,EG11954,b4082,MG1655,yjcR,JW4043
P39346,IDND_ECOLI,EG12541,b4267,MG1655,idnD,JW4224
P39346,IDND_ECOLI,EG12541,b4267,MG1655,yjgV,JW4224
P39406,RSMC_ECOLI,EG12596,b4371,MG1655,rsmC,JW4333
P39406,RSMC_ECOLI,EG12596,b4371,MG1655,yjjT,JW4333
P0AFS5,TQSA_ECOLI,EG13928,b1601,MG1655,tqsA,JW1593
P0AFS5,TQSA_ECOLI,EG13928,b1601,MG1655,ydgG,JW1593
P0AE37,ASTA_ECOLI,EG13998,b1747,MG1655,astA,JW1736
P0AE37,ASTA_ECOLI,EG13998,b1747,MG1655,ydjV,JW1736
P33340,YEHA_ECOLI,EG11987,b2108,MG1655,yehA,JW2095
P0A903,BAMC_ECOLI,EG10658,b2477,MG1655,bamC,JW2462
P0A903,BAMC_ECOLI,EG10658,b2477,MG1655,dapX,JW2462
P0A903,BAMC_ECOLI,EG10658,b2477,MG1655,nlpB,JW2462
P11290,YIBD_ECOLI,EG11266,b3615,MG1655,yibD,JW3590
P25742,RFAQ_ECOLI,EG11341,b3632,MG1655,rfaQ,JW3607
P25742,RFAQ_ECOLI,EG11341,b3632,MG1655,waaQ,JW3607
P27125,RHAT_ECOLI,EG11313,b3907,MG1655,rhaT,JW3878
P76113,CURA_ECOLI,EG13772,b1449,MG1655,curA,JW5907
P76113,CURA_ECOLI,EG13772,b1449,MG1655,yncB,JW5907
P77585,YPDE_ECOLI,EG14152,b2384,MG1655,ypdE,JW2381
P08178,PUR5_ECOLI,EG10798,b2499,MG1655,purM,JW2484
P08178,PUR5_ECOLI,EG10798,b2499,MG1655,purG,JW2484
P0AGJ5,YFIF_ECOLI,EG11786,b2581,MG1655,yfiF,JW2565
P10423,IAP_ECOLI,EG10488,b2753,MG1655,iap,JW2723
P46853,YHHX_ECOLI,EG12944,b3440,MG1655,yhhX,JW3403
P32695,DUSA_ECOLI,EG11932,b4049,MG1655,dusA,JW5950
P32695,DUSA_ECOLI,EG11932,b4049,MG1655,yjbN,JW5950
P0A9K3,PHOL_ECOLI,EG13656,b0660,MG1655,ybeZ,JW0657
P0A9C3,GALM_ECOLI,EG11698,b0756,MG1655,galM,JW0739
P12996,BIOB_ECOLI,EG10118,b0775,MG1655,bioB,JW0758
P0A910,OMPA_ECOLI,EG10669,b0957,MG1655,ompA,JW0940
P0A910,OMPA_ECOLI,EG10669,b0957,MG1655,con,JW0940
P0A910,OMPA_ECOLI,EG10669,b0957,MG1655,tolG,JW0940
P0A910,OMPA_ECOLI,EG10669,b0957,MG1655,tut,JW0940
P77376,YDGJ_ECOLI,EG13931,b1624,MG1655,ydgJ,JW5265
P76228,YNJI_ECOLI,EG14011,b1762,MG1655,ynjI,JW5288
P0A9S3,GATD_ECOLI,EG12417,b2091,MG1655,gatD,JW2075
P25748,GALS_ECOLI,EG10365,b2151,MG1655,galS,JW2138
P0A9T4,TAS_ECOLI,EG13093,b2834,MG1655,tas,JW2802
P0A9T4,TAS_ECOLI,EG13093,b2834,MG1655,ygdS,JW2802
Q46851,GPR_ECOLI,EG13010,b3001,MG1655,gpr,JW2970
Q46851,GPR_ECOLI,EG13010,b3001,MG1655,mgrA,JW2970
Q46851,GPR_ECOLI,EG13010,b3001,MG1655,yghZ,JW2970
P45468,YRAQ_ECOLI,EG12782,b3151,MG1655,yraQ,JW3120
P0AG82,PSTS_ECOLI,EG10734,b3728,MG1655,pstS,JW3706
P0AG82,PSTS_ECOLI,EG10734,b3728,MG1655,phoS,JW3706
P60560,GUAC_ECOLI,EG10422,b0104,MG1655,guaC,JW0101
P11458,NADA_ECOLI,EG10630,b0750,MG1655,nadA,JW0733
P11458,NADA_ECOLI,EG10630,b0750,MG1655,nicA,JW0733
P16456,SELD_ECOLI,EG10943,b1764,MG1655,selD,JW1753
